stamp_sec,stamp_nanosec,x,y,z,qx,qy,qz,qw,tag_ids
1082,616000000,8.164121261598027,0.6166026242559762,0.5912751888199433,0.8320592388880799,-0.06688149225654111,0.5495426500793034,0.03474427605151256,14
1082,717000000,8.166093056562993,0.5990247144500758,0.5870314470495718,0.8281521059161376,-0.07232720036691928,0.5545656699109711,0.037279797611381886,14
1082,749000000,8.164314364674635,0.5991757375322802,0.5875400367712209,0.8278688024767792,-0.07204404943630642,0.5550332220205522,0.037162121575159225,14
1083,401000000,8.032606718213744,1.0881722855460991,2.052434160805732,0.8372929932886166,-0.05250213396868115,0.5435310959972182,0.02753029245369832,14
1083,633000000,8.026733263117354,1.0118998428303776,2.063347701229956,0.8373092994052918,-0.048334546514684475,0.5440111682435673,0.02507503876184771,14
1083,833000000,8.039458396408262,0.9764580002623791,2.062364442163349,0.8355555040889958,-0.04402165919281307,0.547174019240972,0.022576221476953925,14
1083,916000000,8.057796835351994,1.0424729734477176,2.057646514654817,0.8344568128858845,-0.04409555924168773,0.5488408861103635,0.02260731777733753,14
1083,949000000,8.05900949712506,1.0370980477834781,2.0466189580560745,0.832595503979593,-0.04271697502333602,0.5518067074747962,0.021664357448303653,14
1084,99000000,8.051432521636603,0.9215990811973838,2.0166728591525587,0.8279746786625063,-0.04150664176025924,0.5588437199675093,0.02070813454613754,14
1084,536000000,8.060719938609271,0.7483771551420786,2.1053622836385406,0.8369571280266564,-0.03444858600808461,0.5457569468162741,0.02157349691620084,14
1087,166000000,8.041726463646864,0.5520114515707768,0.5422970857115179,0.8236227006989296,-0.007550403127770039,0.5670779775790141,0.0033474842650408213,14
1087,249000000,8.113029809067188,0.3721264961174851,1.853873955336563,0.7878017318513167,0.09657483119008692,0.6065594342453917,-0.04612359483585621,14
1087,316000000,8.050251573360633,0.37728082561024967,0.5131327410782196,0.8132971940621075,0.03818040100230948,0.5805927794419309,-0.0013984169259362354,14
1087,449000000,8.031555800878213,1.0683103601255977,2.191335075618537,0.8877576741008827,-0.021492103039427956,0.4588059212989608,0.030356682344172454,14
1087,499000000,8.178207213932941,0.7334472724860672,2.3829038908035223,0.9011318985066105,0.08825628681871141,0.42363247702307755,-0.026601762011880005,14
1088,34000000,8.349310511705593,0.9771995614310262,1.8757338752776804,0.8338995718749735,-0.025364919174843906,0.5512429699333992,0.009965590850272725,14
